Model,DPO4034
Firmware Version,2.58

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,100,,,
Horizontal Delay,0,0,0,0
Sample Interval,0.01,,,
Record Length,100000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,2,2,2,2
Vertical Position,0,2.04,-2.02,-4.02
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.42990e+02,0.56,1.04,0.84,0.28
-3.42980e+02,0.48,-0.24,0.2,0.36
-3.42970e+02,0.72,0.48,0.04,0.92
-3.42960e+02,0.32,0,-0.44,1.08
-3.42950e+02,0.32,-0.08,-0.44,0.76
-3.42940e+02,0.8,-0.64,-0.12,0.6
-3.42930e+02,0.8,0,-0.52,0.92
-3.42920e+02,-0.08,-0.16,-0.76,1.16
-3.42910e+02,0.8,0.24,-1.08,1
-3.42900e+02,0.4,-0.16,-0.76,1
-3.42890e+02,-0.32,0.24,-1.08,0.84
-3.42880e+02,-0.48,0.16,-0.84,0.68
-3.42870e+02,0.32,0.24,-0.68,0.12
-3.42860e+02,-0.08,-0.32,0.28,0.92
-3.42850e+02,-0.96,-1.04,-1.08,0.2
-3.42840e+02,-1.04,-6.72,-0.68,0.52
-3.42830e+02,-1.2,-2.96,-0.76,0.84
-3.42820e+02,0.56,inf,-1.08,0.28
-3.42810e+02,0.96,inf,-0.6,0.12
-3.42800e+02,0,-2.96,-0.6,0.12
-3.42790e+02,-0.32,-3.76,-0.36,-0.04
-3.42780e+02,0.32,-1.12,-0.28,0.36
-3.42770e+02,0.72,-0.8,0.04,0.68
-3.42760e+02,0,-0.72,-0.6,1.08
-3.42750e+02,-0.8,-0.72,0.36,1.48
-3.42740e+02,0.08,-1.04,0.84,1.16
-3.42730e+02,0.24,-1.76,0.92,1.24
-3.42720e+02,0.32,-1.28,1,1.48
-3.42710e+02,0.24,0.24,0.2,0.04
-3.42700e+02,-0.24,0.16,0.12,0.28
-3.42690e+02,0.08,-0.48,0.12,-0.04
-3.42680e+02,-0.8,-0.48,0.44,-0.2
-3.42670e+02,-0.32,-0.16,-0.04,0.04
-3.42660e+02,0.16,0,0.36,-0.36
-3.42650e+02,0.88,-0.16,0.28,0.44
-3.42640e+02,0.56,-0.32,-0.2,0.92
-3.42630e+02,0.4,-0.48,-0.84,1
-3.42620e+02,-0.72,-1.52,-1.16,0.92
-3.42610e+02,-0.32,-0.48,-1.48,0.76
-3.42600e+02,0.48,-1.44,-1.88,0.44
-3.42590e+02,1.12,-0.8,-0.6,-0.2
-3.42580e+02,1.6,-0.48,-0.12,-0.6
-3.42570e+02,0.32,0.16,0.92,-0.2
-3.42560e+02,0.32,0.16,0.52,-0.04
-3.42550e+02,-0.08,0,0.84,0.36
-3.42540e+02,-0.48,-0.56,0.12,0.68
-3.42530e+02,-1.2,0,-0.2,0.68
-3.42520e+02,-0.96,1.04,-0.52,0.28
-3.42510e+02,-0.48,1.04,-0.28,0.52
-3.42500e+02,-0.08,-0.4,0.12,0.52
-3.42490e+02,0.08,0.48,0.44,0.28
-3.42480e+02,0.08,0.8,0.12,0.28
-3.42470e+02,-0.48,0.96,0.2,0.12
-3.42460e+02,-0.16,0.08,-0.2,0.2
-3.42450e+02,-0.48,-0.08,0.6,0.12
-3.42440e+02,-0.24,0.48,0.44,-0.04
-3.42430e+02,-0.16,-0.16,-0.2,0.2
-3.42420e+02,0.48,0,-0.2,0.12
-3.42410e+02,1.04,-0.08,-0.6,0.04
-3.42400e+02,0.48,0.08,-1,-0.04
-3.42390e+02,0.64,-0.8,-0.6,0.04
-3.42380e+02,0.72,-0.4,-0.04,0.04
-3.42370e+02,0.64,-0.4,-0.84,-0.12
-3.42360e+02,-0.24,0.32,-0.52,0.04
-3.42350e+02,-0.08,1.04,-1,0.12
-3.42340e+02,0.08,0.56,-0.68,0.44
-3.42330e+02,0,0.24,-0.52,0.6
-3.42320e+02,0,0.48,-0.92,0.6
-3.42310e+02,-0.08,0.8,0.04,0.44
-3.42300e+02,-0.08,0.24,-0.52,0.44
-3.42290e+02,0.08,0.08,-0.04,0.12
-3.42280e+02,0.16,0.48,0.04,0.04
-3.42270e+02,0.08,0.64,0.04,-0.12
-3.42260e+02,-0.08,0,0.36,0.2
-3.42250e+02,0.72,0.8,0.52,0.04
-3.42240e+02,0.4,0.8,0.04,-0.12
-3.42230e+02,-0.32,0.16,0.44,0.36
-3.42220e+02,-0.24,-0.08,0.12,0.36
-3.42210e+02,-1.44,0.24,0.28,0.28
-3.42200e+02,-0.24,-0.08,-0.44,0.44
-3.42190e+02,0.48,-0.24,0.2,0.12
-3.42180e+02,0.16,-0.72,0.84,0.36
-3.42170e+02,0.4,-0.32,0.44,0.2
-3.42160e+02,0.24,0.24,-0.12,0.04
-3.42150e+02,0.56,0.4,0.36,-0.2
-3.42140e+02,0.32,0.08,0.84,-0.04
-3.42130e+02,-0.56,-0.48,0.28,0.2
-3.42120e+02,-0.72,-0.48,0.12,0.84
-3.42110e+02,-0.16,0.4,-0.12,0.68
-3.42100e+02,-0.08,0.08,0.36,0.44
-3.42090e+02,0.64,0.4,0.44,0.36
-3.42080e+02,0.48,0.96,0.2,0.28
-3.42070e+02,0.4,0.48,0.12,0.36
-3.42060e+02,-0.32,0.24,0.44,0.12
-3.42050e+02,0.08,-0.64,-0.2,0.2
-3.42040e+02,0.4,-0.48,-0.36,0.04
-3.42030e+02,-0.08,-0.32,0.36,0.04
-3.42020e+02,-0.48,-0.16,1,0.76
-3.42010e+02,0.08,0.64,0.28,0.28
-3.42000e+02,-0.24,0.16,1.24,0.76
-3.41990e+02,0.08,0.96,0.04,0.28
-3.41980e+02,-0.16,1.2,1.24,0.44
-3.41970e+02,-0.16,-0.4,1.48,0.6
-3.41960e+02,-0.16,-0.56,1.56,0.44
-3.41950e+02,-0.08,-0.48,1.72,0.28
-3.41940e+02,1.28,-0.48,1.16,0.28
-3.41930e+02,1.6,-0.64,0.44,0.44
-3.41920e+02,0.88,-0.56,0.52,0.6
-3.41910e+02,-0.32,0.56,-0.68,0.52
-3.41900e+02,-1.52,0.88,-0.04,0.6
-3.41890e+02,-1.04,0,-0.44,0.52
-3.41880e+02,-0.08,0,0.6,0.28
-3.41870e+02,0.4,0,0.92,0.52
-3.41860e+02,0,0.32,0.44,0.6
-3.41850e+02,-0.48,0.32,-0.04,0.6
-3.41840e+02,0.4,0.24,0.44,0.28
-3.41830e+02,0.16,-1.28,-0.84,0.44
-3.41820e+02,0.56,-0.8,-1,0.52
-3.41810e+02,1.04,-0.64,-1.72,0.44
-3.41800e+02,0.24,-1.12,-1.8,0.6
-3.41790e+02,0.48,-0.8,-1.4,0.68
-3.41780e+02,-0.16,-0.48,-1.24,0.52
-3.41770e+02,0.08,0.16,-0.52,0.76
-3.41760e+02,0.16,-0.32,-0.68,0.76
-3.41750e+02,0.64,-0.32,-0.84,0.44
-3.41740e+02,0.16,-0.08,0.36,0.84
-3.41730e+02,0.56,-0.24,0.04,0.52
-3.41720e+02,-0.08,-0.48,0.28,0.36
-3.41710e+02,0.16,-0.88,0.2,0.84
-3.41700e+02,0,-0.8,-0.52,0.84
-3.41690e+02,-0.24,-0.24,-0.84,0.76
-3.41680e+02,-0.4,0.08,-0.92,1.08
-3.41670e+02,0.4,0.56,-1.16,0.76
-3.41660e+02,-0.8,0.72,-0.12,1.16
-3.41650e+02,-0.48,0.72,-0.28,0.44
-3.41640e+02,-0.72,0.64,-0.04,0.44
-3.41630e+02,-0.56,-0.32,0.76,0.76
-3.41620e+02,-0.4,-5.12,0.6,0.68
-3.41610e+02,-0.16,-6.4,1,1.08
-3.41600e+02,0.16,3.44,1.56,1.24
-3.41590e+02,0.4,inf,1.08,1.16
-3.41580e+02,-0.16,inf,1.08,1.8
-3.41570e+02,-1.76,-5.6,0.6,1.72
-3.41560e+02,-1.12,-4.88,0.36,1.48
-3.41550e+02,0.24,-2,-0.04,1.32
-3.41540e+02,0.32,-0.56,-0.76,1.08
-3.41530e+02,0.4,-0.88,0.52,0.44
-3.41520e+02,0.48,-0.8,-1,0.2
-3.41510e+02,0.4,-0.08,-1.24,0.28
-3.41500e+02,0.32,0.48,-2.04,0.2
-3.41490e+02,0.16,0.24,-1.48,0.28
-3.41480e+02,0.16,-0.48,-1.32,1.08
-3.41470e+02,0.08,0.16,-1.48,0.92
-3.41460e+02,-0.16,0.88,-0.84,1.08
-3.41450e+02,-0.16,-0.56,-0.2,1.4
-3.41440e+02,-0.4,-0.48,0.28,1.56
-3.41430e+02,0.24,0.32,-0.2,1
-3.41420e+02,0.24,0.24,-0.12,1
-3.41410e+02,0.56,0.16,0.92,0.76
-3.41400e+02,0.64,0.24,1.4,0.44
-3.41390e+02,0.64,0.24,1.48,0.36
-3.41380e+02,-1.2,0.08,0.84,0.84
-3.41370e+02,-0.88,0.72,0.28,0.68
-3.41360e+02,0,0.4,1.32,1.24
-3.41350e+02,0.08,-0.72,1.4,1.16
-3.41340e+02,0.24,0.72,1.48,1.08
-3.41330e+02,-0.32,0.64,0.84,1.24
-3.41320e+02,-1.2,0.24,0.2,1.64
-3.41310e+02,-1.04,0.64,0.28,1.08
-3.41300e+02,-0.56,0.32,-0.28,1
-3.41290e+02,0,0.48,-0.36,0.52
-3.41280e+02,0.16,-0.32,-0.52,0.68
-3.41270e+02,-0.32,-0.72,0.28,1
-3.41260e+02,-0.24,0.16,-0.04,0.92
-3.41250e+02,0.64,0.72,-1.32,0.6
-3.41240e+02,0.4,-0.48,-1.16,1
-3.41230e+02,0,0.24,-1.16,1.08
-3.41220e+02,-0.32,0.08,-0.76,1
-3.41210e+02,0.24,0.72,-0.52,0.76
-3.41200e+02,-0.4,-0.64,-0.84,1.08
-3.41190e+02,0.16,0.08,-0.6,1
-3.41180e+02,0.56,-0.48,-0.84,1.08
-3.41170e+02,0.8,0.56,-1.08,0.6
-3.41160e+02,0.32,0.48,-0.68,0.84
-3.41150e+02,0.24,-0.16,-0.28,0.92
-3.41140e+02,0.32,-0.4,0.44,0.68
-3.41130e+02,-0.24,-1.2,0.12,0.76
-3.41120e+02,-0.08,-0.96,0.76,1.16
-3.41110e+02,0.16,-0.8,0.36,0.6
-3.41100e+02,0.64,0.16,1.4,0.76
-3.41090e+02,0.32,0,0.6,0.84
-3.41080e+02,0,0.08,0.84,0.84
-3.41070e+02,-0.4,-0.24,0.36,0.76
-3.41060e+02,-0.72,-0.08,0.68,1
-3.41050e+02,-0.8,-0.16,1.24,1.16
-3.41040e+02,-0.16,-0.56,1.64,1.08
-3.41030e+02,-0.48,0.64,0.6,0.92
-3.41020e+02,-0.48,0.32,0.68,0.68
-3.41010e+02,-0.32,-1.12,0.52,0.84
-3.41000e+02,0.24,-0.56,0.12,0.52
-3.40990e+02,0.56,-0.96,0.44,0.44
-3.40980e+02,0,-0.72,0.04,0.28
-3.40970e+02,0.16,0,-0.76,0.28
-3.40960e+02,0.64,0.64,-1.72,0.2
-3.40950e+02,-0.08,-0.72,-1.56,0.2
-3.40940e+02,-0.56,-0.64,-1.8,0.68
-3.40930e+02,-0.4,-0.24,-1.24,0.44
-3.40920e+02,-0.16,-0.24,-1.16,0.92
-3.40910e+02,0,0.32,-1.32,0.92
-3.40900e+02,-0.16,0.48,-0.92,0.68
-3.40890e+02,-0.4,0.8,0.12,0.68
-3.40880e+02,-0.08,-0.72,-0.12,0.28
-3.40870e+02,-0.96,-0.8,1.24,0.68
-3.40860e+02,-0.56,0,0.76,0.52
-3.40850e+02,0.08,-0.48,0.68,0.36
-3.40840e+02,0.48,-0.16,1.16,-0.04
-3.40830e+02,0.64,0.24,1.24,0.12
-3.40820e+02,0.48,0.4,1.16,0.04
-3.40810e+02,0.4,-0.24,1.24,-0.12
-3.40800e+02,-0.08,-0.8,1,0.04
-3.40790e+02,0.08,-0.4,0.12,-0.28
-3.40780e+02,-0.32,0.08,0.28,0.44
-3.40770e+02,0.56,-0.56,-0.68,0.44
-3.40760e+02,0.08,-0.24,-0.52,0.52
-3.40750e+02,0,-0.4,-0.76,0.84
-3.40740e+02,1.28,-0.4,-0.44,-0.04
-3.40730e+02,0,0,-0.2,0.2
-3.40720e+02,-0.56,-0.16,-0.44,-0.04
-3.40710e+02,0,-0.56,-0.2,-0.2
-3.40700e+02,-0.08,-0.48,-0.44,-0.2
-3.40690e+02,-0.16,-0.16,-0.28,-0.04
-3.40680e+02,0.24,0.72,-0.76,0.04
-3.40670e+02,0.32,0.4,-0.36,0.28
-3.40660e+02,-0.08,0.4,-0.2,0.04
-3.40650e+02,-0.32,0.24,-0.2,0.12
-3.40640e+02,0.08,0.48,-0.2,-0.04
-3.40630e+02,-0.24,-0.24,-0.12,0.28
-3.40620e+02,0,-0.48,-0.6,0.28
-3.40610e+02,0.24,-0.32,0.12,0.44
-3.40600e+02,0.56,-0.32,0.28,0.44
-3.40590e+02,0.56,0.16,1.16,0.2
-3.40580e+02,0.72,0,1.72,0.36
-3.40570e+02,0.4,0.32,1,0.12
-3.40560e+02,0.56,-0.88,1.24,0.12
-3.40550e+02,0.48,-0.32,0.44,-0.2
-3.40540e+02,1.04,0,0.68,-0.28
-3.40530e+02,0.32,-0.48,1.32,-0.04
-3.40520e+02,0,0,0.6,0.12
-3.40510e+02,0.64,0.4,-0.6,-0.12
-3.40500e+02,-0.8,0.56,0.04,0.36
-3.40490e+02,-0.16,0.96,-1.08,0.28
-3.40480e+02,-0.4,-0.16,-0.52,0.36
-3.40470e+02,0.08,0.24,-1.72,0.28
-3.40460e+02,-1.04,1.04,-1.4,0.28
-3.40450e+02,-0.24,1.04,-0.84,-0.12
-3.40440e+02,0,0,-0.52,-0.12
-3.40430e+02,-0.16,-0.64,-0.44,0.04
-3.40420e+02,-0.08,-0.32,-0.2,0.36
-3.40410e+02,0.56,-0.72,-0.28,0.28
-3.40400e+02,0.08,0.08,-0.92,0.36
-3.40390e+02,0.24,-5.92,-1.08,0.2
-3.40380e+02,-0.16,-4.72,-0.76,0.28
-3.40370e+02,-0.72,inf,-1.32,0.12
-3.40360e+02,-0.4,inf,0.44,0.28
-3.40350e+02,-0.8,1.28,0.36,0.36
-3.40340e+02,-1.28,-6.96,1.08,0.44
-3.40330e+02,0.48,-3.84,1.48,-0.28
-3.40320e+02,0.64,-2.16,0.52,-0.12
-3.40310e+02,-0.08,0.24,1.48,-0.2
-3.40300e+02,0.32,0.48,1.16,-0.12
-3.40290e+02,-0.24,0.16,-0.76,-0.12
-3.40280e+02,-0.08,0.8,-0.12,-0.2
-3.40270e+02,0.16,-0.16,-0.68,-0.12
-3.40260e+02,-1.44,0.4,-0.12,1.08
-3.40250e+02,-0.48,0.48,-0.12,0.92
-3.40240e+02,-0.48,-0.56,-0.44,0.92
-3.40230e+02,-0.48,-0.08,-0.2,0.68
-3.40220e+02,1.2,0.32,-0.36,0.04
-3.40210e+02,0.48,0.24,-0.36,0.04
-3.40200e+02,0.72,-0.64,-0.28,0.2
-3.40190e+02,0.56,0.4,-0.2,0.2
-3.40180e+02,0.8,-0.32,-0.2,0.04
-3.40170e+02,0.96,-1.2,0.6,0.28
-3.40160e+02,1.2,-0.96,-0.04,0.68
-3.40150e+02,0,0,0.52,0.52
-3.40140e+02,-0.24,-0.48,-0.04,0.92
-3.40130e+02,0.32,-0.32,-0.44,0.6
-3.40120e+02,0.64,-0.24,-0.28,0.52
-3.40110e+02,0.16,-0.08,-0.36,0.44
-3.40100e+02,0.24,0.48,0.84,0.12
-3.40090e+02,0.24,-0.48,1.24,0.2
-3.40080e+02,0.64,-0.8,0.84,0.04
-3.40070e+02,1.12,-0.32,0.84,0.44
-3.40060e+02,0.8,0,-0.36,-0.12
-3.40050e+02,0.48,0.32,0.12,1
-3.40040e+02,0.48,-0.32,0.04,0.68
-3.40030e+02,-0.08,-0.4,-0.04,0.52
-3.40020e+02,-0.48,0.48,-0.04,1
-3.40010e+02,-0.56,-0.08,0.84,0.76
-3.40000e+02,0.4,0,0.76,0.6
-3.39990e+02,0.08,1.04,1,0.44
-3.39980e+02,-0.32,0.8,0.12,0.28
-3.39970e+02,-0.96,1.36,0.28,0.44
-3.39960e+02,-0.56,0.4,0.36,0.52
-3.39950e+02,-0.24,0.72,0.04,0.2
-3.39940e+02,-0.96,0.24,-0.12,0.12
-3.39930e+02,-1.12,1.04,-0.04,0.68
-3.39920e+02,-0.24,0.24,0.2,0.68
-3.39910e+02,-0.24,0.96,-0.68,0.76
-3.39900e+02,-0.72,0.48,0.6,0.76
-3.39890e+02,-0.64,0.24,0.28,1.08
-3.39880e+02,-0.16,0.32,0.76,0.68
-3.39870e+02,-0.56,0.32,-0.12,0.6
-3.39860e+02,-0.32,1.04,0.12,0.52
-3.39850e+02,-0.16,-0.56,-0.6,0.84
-3.39840e+02,0.64,0.4,-0.52,0.52
-3.39830e+02,0.96,0.4,-0.92,0.84
-3.39820e+02,0,0,-0.92,1.24
-3.39810e+02,-0.08,-0.64,-0.28,0.92
-3.39800e+02,-0.08,0.24,-0.2,0.68
-3.39790e+02,0.64,0.8,0.2,0.6
-3.39780e+02,0.4,0.32,1.08,0.68
-3.39770e+02,0.24,-0.24,1,0.92
-3.39760e+02,0.24,0.48,-0.04,0.76
-3.39750e+02,-0.4,0.64,-1.4,1
-3.39740e+02,0.96,0.08,-1.96,0.92
-3.39730e+02,0.48,-0.48,-2.28,1.08
-3.39720e+02,0.24,0.48,-1.08,0.68
-3.39710e+02,-0.16,-0.88,-0.84,0.76
-3.39700e+02,-0.88,-0.08,0.44,1
-3.39690e+02,0.8,-0.08,-0.84,0.28
-3.39680e+02,-0.32,-0.08,0.44,1
-3.39670e+02,0.4,-0.8,-0.2,0.84
-3.39660e+02,0.24,-0.48,0.36,1.16
-3.39650e+02,0.08,0.16,0.12,0.84
-3.39640e+02,0.16,-0.64,-0.04,0.68
-3.39630e+02,-0.4,-0.8,0.04,1.64
-3.39620e+02,0.4,-0.08,-0.28,1.4
-3.39610e+02,0.56,-0.24,0.36,1.16
-3.39600e+02,0.48,-0.48,0.52,0.68
-3.39590e+02,0.16,-0.16,-0.2,1
-3.39580e+02,-0.08,-0.4,0.04,1.48
-3.39570e+02,-0.16,-0.32,-0.04,1.4
-3.39560e+02,-0.24,-1.28,0.44,1
-3.39550e+02,0.64,-1.2,-0.12,1.08
-3.39540e+02,0.72,-0.96,0.04,1.32
-3.39530e+02,0.24,0.96,-0.52,1.24
-3.39520e+02,0.08,1.04,0.12,1.08
-3.39510e+02,-0.32,-0.08,-0.44,0.92
-3.39500e+02,-0.88,0.24,-0.6,1.16
-3.39490e+02,-0.8,1.04,-0.44,1.08
-3.39480e+02,0.08,0.96,-0.92,0.92
-3.39470e+02,-0.16,0.88,-1.24,0.92
-3.39460e+02,-0.4,1.2,-0.84,0.92
-3.39450e+02,-1.12,1.12,-0.52,1
-3.39440e+02,-0.4,0,0.2,0.76
-3.39430e+02,-0.08,0.4,0.76,1
-3.39420e+02,-0.56,0.32,0.76,1.48
-3.39410e+02,-0.32,0.88,1,0.92
-3.39400e+02,-0.32,0.64,1.4,0.92
-3.39390e+02,0,1.12,0.84,0.84
-3.39380e+02,0.72,0.32,0.36,0.68
-3.39370e+02,0.96,-0.4,0.36,0.6
-3.39360e+02,0.48,0.08,0.12,0.52
-3.39350e+02,0.56,0.08,0.44,0.6
-3.39340e+02,0.24,0.16,0.68,0.92
-3.39330e+02,-0.08,0.56,-0.2,0.92
-3.39320e+02,0.08,0.64,-0.36,1.08
-3.39310e+02,0.24,0.4,-0.84,0.84
-3.39300e+02,0.24,0.96,-1.4,1.48
-3.39290e+02,-0.16,1.44,-1.08,1.16
-3.39280e+02,-0.8,0.96,-0.2,1.16
-3.39270e+02,-0.88,0.8,-0.28,1.4
-3.39260e+02,-0.08,0.48,-0.68,0.76
-3.39250e+02,0.16,-0.4,-0.04,0.6
-3.39240e+02,0.56,0,-1.16,0.76
-3.39230e+02,0.48,-0.48,-0.44,0.76
-3.39220e+02,0.96,-0.96,-0.12,0.52
-3.39210e+02,0.24,-0.48,-0.2,0.52
-3.39200e+02,0.16,-0.24,0.76,0.84
-3.39190e+02,0.32,-0.56,1,0.36
-3.39180e+02,0.08,-0.16,1.56,0.84
-3.39170e+02,0.16,-1.04,1.24,1.08
-3.39160e+02,0,-7.76,0.6,1.24
-3.39150e+02,0.4,-3.6,-0.2,0.68
-3.39140e+02,0.08,inf,0.12,0.6
-3.39130e+02,0.48,inf,0.36,0.2
-3.39120e+02,-0.48,-4,-0.28,-0.04
-3.39110e+02,-0.16,-5.6,-0.92,-0.12
-3.39100e+02,1.2,-2.96,-0.84,-0.28
-3.39090e+02,1.52,0.16,-0.28,-0.12
-3.39080e+02,0.16,0.24,-0.52,0.92
-3.39070e+02,-0.56,-0.08,-0.84,1.4
-3.39060e+02,-1.04,-1.04,-1.4,1.4
-3.39050e+02,-0.96,-1.28,-1.48,1.32
-3.39040e+02,-0.72,-1.12,-1,1.48
-3.39030e+02,0.24,-0.56,-1.24,0.44
-3.39020e+02,-0.56,-0.48,-1.16,0.52
-3.39010e+02,0.4,0.48,-1.16,-0.36
-3.39000e+02,0.96,-0.08,-0.92,-0.52
-3.38990e+02,0.72,-0.16,-0.92,-0.76
-3.38980e+02,0.4,0,-0.12,-0.44
-3.38970e+02,0.08,-0.24,-0.2,0.04
-3.38960e+02,-0.16,0.4,-0.52,0.2
-3.38950e+02,0,-0.32,-0.52,0.76
-3.38940e+02,-0.56,-0.16,-1.32,1
-3.38930e+02,-0.16,0,-1.08,0.76
-3.38920e+02,-0.48,-0.32,-1.16,0.76
-3.38910e+02,-0.32,0.16,-0.92,0.28
-3.38900e+02,-0.32,-0.08,0.2,0.36
-3.38890e+02,-0.16,0.32,0.28,0.36
-3.38880e+02,0,-0.24,0.12,0.12
-3.38870e+02,0.4,-0.24,0.36,-0.2
-3.38860e+02,-0.16,-0.08,0.12,0.28
-3.38850e+02,0,0.56,-0.44,-0.04
-3.38840e+02,-0.4,-0.56,0.28,0.76
-3.38830e+02,-0.48,-0.64,0.12,0.44
-3.38820e+02,-0.64,-0.24,0.36,0.6
-3.38810e+02,0.16,0.16,-0.28,-0.12
-3.38800e+02,0,0.16,0.92,0.12
-3.38790e+02,0.32,-0.8,0.84,-0.12
-3.38780e+02,0.72,-0.08,-0.04,-0.36
-3.38770e+02,-0.24,-0.24,0.36,-0.12
-3.38760e+02,-0.48,-0.48,0.28,-0.04
-3.38750e+02,0.32,-0.96,-1.48,0.12
-3.38740e+02,0.24,-0.88,-1.16,0.68
-3.38730e+02,0.08,0.24,-1.88,0.28
-3.38720e+02,-0.8,0.8,-1.64,0.68
-3.38710e+02,-0.32,1.2,-1.24,0.36
-3.38700e+02,-0.08,0.08,-1,0.2
-3.38690e+02,-0.4,0,-0.68,-0.12
-3.38680e+02,0.16,0.24,-0.36,-0.2
-3.38670e+02,-0.32,0.48,-0.2,0.04
-3.38660e+02,-0.08,-0.16,0.2,0.28
-3.38650e+02,-0.48,0.8,0.44,0.04
-3.38640e+02,-0.72,0.8,1.24,0.28
-3.38630e+02,-1.2,0.48,1.4,0.12
-3.38620e+02,-1.36,0.48,1.32,0.28
-3.38610e+02,-0.08,0.08,1,0.28
-3.38600e+02,0.08,0.32,0.84,0.04
-3.38590e+02,-0.08,0.96,1.32,-0.04
-3.38580e+02,-0.16,0.08,0.6,0.68
-3.38570e+02,0.08,-0.24,0.36,0.6
-3.38560e+02,0.48,-1.04,-0.04,0.44
-3.38550e+02,0.32,-1.04,1.08,0.6
-3.38540e+02,0.72,-1.2,0.44,0.44
-3.38530e+02,0,-0.64,-0.2,0.28
-3.38520e+02,-0.24,-0.64,0.2,0.36
-3.38510e+02,0.48,-0.88,0.04,0.12
-3.38500e+02,0.64,-1.76,-0.6,0.44
-3.38490e+02,1.28,-0.56,-0.76,0.04
-3.38480e+02,0.64,0.16,-1.08,0.04
-3.38470e+02,0.4,-0.32,-0.2,0.36
-3.38460e+02,0.96,-0.48,-1.08,0.28
-3.38450e+02,0.08,-0.4,-0.84,0.36
-3.38440e+02,-0.16,0.56,-1.16,0.2
-3.38430e+02,-0.08,0.16,-1.4,0.36
-3.38420e+02,-0.48,0.96,-0.2,0.2
-3.38410e+02,0.08,0.64,0.12,0.2
-3.38400e+02,0.16,0.8,0.12,0.28
-3.38390e+02,-0.16,-0.08,0.44,0.28
-3.38380e+02,0.24,-0.4,0.12,0.28
-3.38370e+02,0.24,-0.24,0.12,0.36
-3.38360e+02,-0.08,-0.72,0.44,0.6
-3.38350e+02,0,-0.4,1.08,0.52
-3.38340e+02,-0.16,-0.56,-0.04,0.76
-3.38330e+02,-0.48,-0.72,0.6,0.68
-3.38320e+02,0.8,-0.4,0.04,0.04
-3.38310e+02,0.56,0.16,-0.68,0.04
-3.38300e+02,0,0,-0.52,-0.04
-3.38290e+02,0.64,0,-0.84,-0.2
-3.38280e+02,0.32,-0.56,-0.2,0.36
-3.38270e+02,0.16,-0.64,-0.12,-0.04
-3.38260e+02,0.08,-0.16,0.04,-0.2
-3.38250e+02,-0.32,-1.12,-0.12,0.68
-3.38240e+02,0,-1.28,-0.2,0.6
-3.38230e+02,0.32,-0.48,-1.16,0.68
-3.38220e+02,0,-0.4,-0.68,0.84
-3.38210e+02,0.4,-0.48,-0.68,0.52
-3.38200e+02,0.48,-0.24,-1.08,0.76
-3.38190e+02,0.08,-0.08,-0.36,-0.12
-3.38180e+02,-0.32,0.24,-0.6,-0.2
-3.38170e+02,-0.64,0.24,-0.12,-0.12
-3.38160e+02,0.16,0.24,-0.12,-0.36
-3.38150e+02,0.16,-0.16,-0.36,-0.12
-3.38140e+02,0.16,-0.16,-0.04,0.28
-3.38130e+02,0.32,-0.64,-0.2,0.36
-3.38120e+02,0.4,-0.8,-0.52,0.68
-3.38110e+02,0.08,0.08,0.6,1
-3.38100e+02,0.56,0.16,0.12,0.92
-3.38090e+02,-0.16,0,-0.6,0.68
-3.38080e+02,-1.36,0.8,-0.04,0.6
-3.38070e+02,-1.6,1.04,-0.6,0.52
-3.38060e+02,-1.44,0.96,-0.36,0.52
-3.38050e+02,-0.16,0.32,-0.28,0.2
-3.38040e+02,0.16,0.48,-0.44,0.12
-3.38030e+02,0.16,0.72,-1.24,0.28
-3.38020e+02,0.8,0.8,-1.64,0.2
-3.38010e+02,0,0.8,-1.8,0.2
-3.38000e+02,-0.08,0.64,-2.12,0.52
-3.37990e+02,-0.16,0.16,-2.04,0.76
-3.37980e+02,-0.16,0,-1.4,0.76
-3.37970e+02,0,0.48,-1.32,0.76
-3.37960e+02,-0.08,0.32,-1.4,1
-3.37950e+02,-0.16,0.64,-2.04,0.76
-3.37940e+02,0.08,-3.36,-1.24,0.6
-3.37930e+02,0.96,-6.4,-0.28,0.44
-3.37920e+02,0.48,0.56,0.12,0.2
-3.37910e+02,-0.24,inf,0.12,0.44
-3.37900e+02,-0.64,inf,0.2,0.92
-3.37890e+02,-0.08,-4.48,-0.12,1
-3.37880e+02,0.32,-4.4,-0.36,1.48
-3.37870e+02,0.88,-1.04,0.28,1.64
-3.37860e+02,0.4,0.32,0.92,1.56
-3.37850e+02,0.24,-0.72,-0.12,1.08
-3.37840e+02,0.4,-0.08,1.24,1.48
-3.37830e+02,1.6,-0.24,0.28,0.28
-3.37820e+02,0.88,0.48,0.52,0.28
-3.37810e+02,1.44,0.32,0.36,0.2
-3.37800e+02,0.72,0.16,0.28,0.44
-3.37790e+02,0.72,0.48,0.12,-0.12
-3.37780e+02,0,-0.96,1,1.08
-3.37770e+02,0.4,-0.32,-0.12,0.44
-3.37760e+02,-0.72,-0.72,0.2,1.56
