Model,DPO4034
Firmware Version,2.58

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,100,,,
Horizontal Delay,0,0,0,0
Sample Interval,0.01,,,
Record Length,100000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,2,2,2,2
Vertical Position,0,2.04,-2.02,-4.02
Label,,,,
TIME,CH1,CH2,CH3,CH4
2.03110e+02,0.16,-0.16,0.76,0.76
2.03120e+02,-0.48,0.32,1.56,0.6
2.03130e+02,-0.08,0.24,1,0.28
2.03140e+02,-0.56,-0.4,1.48,1
2.03150e+02,-0.4,-0.4,0.52,0.44
2.03160e+02,-5.28,0.32,0.76,2.04
2.03170e+02,-6.72,0.24,-0.04,1.64
2.03180e+02,1.44,0.64,0.76,0.12
2.03190e+02,10,0.4,0.52,0.04
2.03200e+02,4.96,0.96,1.16,-0.6
2.03210e+02,-4.72,0.8,1,-1.16
2.03220e+02,-3.12,0.32,1.24,-0.52
2.03230e+02,-1.36,-1.12,1.08,0.28
2.03240e+02,-0.56,-1.04,0.52,1.08
2.03250e+02,-1.04,-0.32,-0.28,1.72
2.03260e+02,-0.24,0.24,-1.48,1.4
2.03270e+02,-0.72,0.4,-1.32,1.72
2.03280e+02,-0.4,0.72,-0.76,1.16
2.03290e+02,0.32,0.4,-0.76,0.6
2.03300e+02,0.32,1.12,-0.76,0.52
2.03310e+02,0.48,0.88,-0.28,0.28
2.03320e+02,-0.72,0.64,0.6,0.76
2.03330e+02,-0.8,0.24,0.52,0.6
2.03340e+02,1.2,-1.12,-0.04,0.12
2.03350e+02,0.96,-1.76,0.44,0.12
2.03360e+02,0.32,-0.4,0.92,0.52
2.03370e+02,0.4,0,0.2,0.04
2.03380e+02,-0.48,0.48,0.68,0.2
2.03390e+02,0.24,0.16,0.28,0.36
2.03400e+02,-0.16,-0.16,-0.36,0.12
2.03410e+02,-1.12,0.88,0.36,0.52
2.03420e+02,-1.2,0.8,1,0.6
2.03430e+02,-0.48,0.08,0.12,0.44
2.03440e+02,-0.56,-0.24,0.44,0.12
2.03450e+02,-0.4,-0.24,0.28,0.2
2.03460e+02,-0.16,0.08,-0.92,-0.2
2.03470e+02,-0.56,0.4,-0.92,0.04
2.03480e+02,0.32,0.16,-0.52,0.12
2.03490e+02,0.72,0.48,-0.76,-0.2
2.03500e+02,0.56,-0.64,-1.16,-0.12
2.03510e+02,-0.48,-0.56,-0.76,0.6
2.03520e+02,0.48,-1.04,-0.68,0.68
2.03530e+02,0.64,-0.64,-1,0.44
2.03540e+02,0.48,0.24,-0.12,0.44
2.03550e+02,0.48,-0.96,0.2,0.76
2.03560e+02,-0.16,0.56,-0.2,0.52
2.03570e+02,0.24,0.48,0.2,0.44
2.03580e+02,0.08,-0.48,0.52,0.2
2.03590e+02,0,-0.08,1.08,0.28
2.03600e+02,0.16,-0.16,1,0.04
2.03610e+02,0.24,0.24,0.84,-0.28
2.03620e+02,-0.24,-0.64,1.16,0.04
2.03630e+02,-0.56,0.08,-0.04,-0.12
2.03640e+02,-0.32,-0.16,0.92,0.92
2.03650e+02,-1.28,-0.4,0.28,1
2.03660e+02,-0.24,0,-0.44,0.28
2.03670e+02,-0.48,0.08,-0.2,1
2.03680e+02,-0.56,0.48,0.52,1
2.03690e+02,-0.08,0.8,0.12,0.6
2.03700e+02,-1.04,0.32,0.44,0.68
2.03710e+02,-0.08,-0.48,0.68,0.28
2.03720e+02,1.12,-0.24,0.44,0.04
2.03730e+02,0.4,-0.8,0.6,-0.2
2.03740e+02,0.56,0,1.16,0.2
2.03750e+02,0.4,-1.04,0.44,0.28
2.03760e+02,0,-0.88,0.76,0.68
2.03770e+02,-0.4,-0.8,0.6,0.52
2.03780e+02,-0.64,-0.16,0.52,0.6
2.03790e+02,0.08,-0.48,-0.2,-0.04
2.03800e+02,0.24,0.08,-0.44,0.2
2.03810e+02,-0.72,0.72,0.44,0.12
2.03820e+02,0.08,0.32,0.28,-0.12
2.03830e+02,0.4,-0.16,0.04,-0.12
2.03840e+02,-0.56,-0.64,-0.04,0.44
2.03850e+02,0.64,-0.64,-1.08,-0.28
2.03860e+02,0.56,-1.52,-0.04,0.28
2.03870e+02,0.88,-1.52,-0.44,0.2
2.03880e+02,1.2,-1.28,0.52,-0.12
2.03890e+02,1.2,-0.24,0.36,-0.12
2.03900e+02,-0.48,-0.32,-0.28,0.12
2.03910e+02,-0.96,0.32,0.28,0.6
2.03920e+02,-0.32,-0.64,-0.28,-0.2
2.03930e+02,-0.16,-0.08,-0.2,0.36
2.03940e+02,-0.16,0,0.6,0.6
2.03950e+02,0.72,0,0.92,0.12
2.03960e+02,0.56,1.28,0.76,0.12
2.03970e+02,-0.8,0.72,0.92,0.36
2.03980e+02,-0.8,0.24,0.84,0.28
2.03990e+02,-1.36,-0.16,0.92,0.28
2.04000e+02,-0.08,0.72,0.36,0.12
2.04010e+02,-0.24,1.12,-0.2,0.04
2.04020e+02,0.24,1.44,-0.2,0.04
2.04030e+02,-0.08,1.12,1.16,0.2
2.04040e+02,-0.32,1.2,1.72,0.04
2.04050e+02,-0.72,0.96,1.08,0.04
2.04060e+02,-0.48,0,0.68,0.2
2.04070e+02,-0.08,-0.32,0.28,0.52
2.04080e+02,0,-0.08,-0.04,0.44
2.04090e+02,-0.08,-0.08,0.12,0.52
2.04100e+02,0.16,0.72,0.04,0.12
2.04110e+02,0.24,-0.16,-0.36,0.04
2.04120e+02,0.64,0.4,-0.28,-0.12
2.04130e+02,-0.4,-0.08,-0.04,0.28
2.04140e+02,-0.08,0.24,-0.36,0.52
2.04150e+02,0.08,0.24,-0.6,0.68
2.04160e+02,-0.4,0.8,0.36,0.44
2.04170e+02,-0.16,0.48,0.12,0.04
2.04180e+02,-0.56,0.56,0.84,0.52
2.04190e+02,-0.16,-0.88,1.4,0.44
2.04200e+02,0,-1.36,1.88,0.28
2.04210e+02,1.04,-0.88,1.32,0.12
2.04220e+02,0.56,-1.28,1.48,0.52
2.04230e+02,0.16,-0.4,1.48,0.44
2.04240e+02,0.24,0.4,1,0.36
2.04250e+02,-0.72,-0.32,0.28,0.36
2.04260e+02,-0.56,-0.08,0.6,0.2
2.04270e+02,-0.16,-1.04,0.6,0.2
2.04280e+02,-0.08,-0.48,-0.04,0.36
2.04290e+02,0.08,0.24,-1.24,0.12
2.04300e+02,0.08,0.72,-1.32,0.2
2.04310e+02,0.4,0.48,-0.2,-0.04
2.04320e+02,0.08,-0.4,-0.2,0.44
2.04330e+02,-0.48,0.4,-0.44,0.52
2.04340e+02,-0.72,0.64,0.6,0.76
2.04350e+02,0.24,0,-0.2,0.28
2.04360e+02,-0.16,0.24,-0.28,0.12
2.04370e+02,0,1.04,-0.44,0.2
2.04380e+02,0.16,0.8,-0.36,0.2
2.04390e+02,-5.52,0.48,0.52,-0.36
2.04400e+02,-3.2,0.32,0.04,-0.36
2.04410e+02,9.2,0,0.68,-0.76
2.04420e+02,9.76,0.16,0.12,0.28
2.04430e+02,0.08,0.08,0.2,1.72
2.04440e+02,-6.24,0.8,-0.04,2.04
2.04450e+02,-3.04,0.64,-0.68,1.88
2.04460e+02,-0.8,0.32,-0.44,1.24
2.04470e+02,0.16,-0.08,-0.84,0.44
2.04480e+02,0.24,0.8,-1.16,-0.44
2.04490e+02,0.72,0.4,-1.24,-0.68
2.04500e+02,0.08,0.24,-0.2,-0.44
2.04510e+02,-0.32,-0.72,-0.28,-0.12
2.04520e+02,0,-0.24,-0.12,0.04
2.04530e+02,-0.24,-0.56,0.04,0.36
2.04540e+02,-1.12,-0.48,1,0.84
2.04550e+02,-0.56,0.08,0.68,1
2.04560e+02,0,-0.4,1.4,0.84
2.04570e+02,-0.32,-1.04,1.64,1
2.04580e+02,0.08,0.64,0.52,0.52
2.04590e+02,-0.64,-0.24,1.32,0.76
2.04600e+02,0,0.08,0.44,0.52
2.04610e+02,-0.64,-0.08,0.84,0.76
2.04620e+02,0.88,-0.96,-0.2,0.36
2.04630e+02,-0.24,-0.8,0.2,0.52
2.04640e+02,0.08,0.48,0.12,0.44
2.04650e+02,-0.64,-0.08,0.2,0.52
2.04660e+02,-0.8,-0.8,-0.44,0.84
2.04670e+02,-0.08,-0.72,-0.12,0.76
2.04680e+02,0.48,-0.8,-0.76,0.44
2.04690e+02,0.16,0,-0.52,0.28
2.04700e+02,0,0.32,-0.28,0.2
2.04710e+02,0.08,0.72,-0.12,0.28
2.04720e+02,-0.08,0.24,-0.6,0.6
2.04730e+02,-0.72,0.32,-0.44,1.24
2.04740e+02,-0.24,0.24,-0.12,0.92
2.04750e+02,0.08,-0.56,0.6,0.6
2.04760e+02,0.8,-0.48,0.6,0.68
2.04770e+02,0.48,-0.48,1.4,0.92
2.04780e+02,0.4,0.72,0.44,0.76
2.04790e+02,0.24,0.72,0.84,0.76
2.04800e+02,0.4,0,0.2,0.68
2.04810e+02,0.48,0.16,0.76,0.76
2.04820e+02,-0.4,-0.32,0.84,0.68
2.04830e+02,-0.8,0.4,0.6,0.6
2.04840e+02,0.32,0.4,1,0.28
2.04850e+02,0.72,-0.08,0.92,0.2
2.04860e+02,-0.24,0.24,-0.04,0.6
2.04870e+02,0.16,-0.08,0.36,0.68
2.04880e+02,0.08,-0.96,0.2,0.76
2.04890e+02,-0.08,0,-0.28,0.44
2.04900e+02,0.88,0.08,0.12,0.6
2.04910e+02,-0.32,-0.08,0.36,1.16
2.04920e+02,0.16,-0.24,0.04,1.16
2.04930e+02,0.56,0.8,-0.28,0.84
2.04940e+02,0.32,0.64,-1,0.6
2.04950e+02,-0.56,-0.08,-1.08,0.76
2.04960e+02,0.24,0.64,-1.48,0.04
2.04970e+02,0.32,-0.24,-1.8,0.2
2.04980e+02,0.64,0.24,-1.56,0.36
2.04990e+02,0.72,-0.16,-1.56,0.68
2.05000e+02,0,0.08,-0.44,1
2.05010e+02,-0.48,-0.4,0.04,1
2.05020e+02,-0.48,-0.4,1.72,1.48
2.05030e+02,0.48,-1.04,1.4,1.24
2.05040e+02,-0.08,0,1.32,1
2.05050e+02,0.4,0.96,1.4,0.6
2.05060e+02,-0.48,0.24,0.44,0.68
2.05070e+02,-1.68,0.4,0.52,0.92
2.05080e+02,-0.64,0,0.52,0.52
2.05090e+02,-0.48,-0.64,0.6,0.52
2.05100e+02,0.08,0.72,-0.2,0.12
2.05110e+02,-0.48,0.88,-0.04,0.36
2.05120e+02,-0.4,0.88,0.76,0.6
2.05130e+02,0.16,0.64,-0.04,0.52
2.05140e+02,-0.96,0.48,-0.28,0.68
2.05150e+02,-0.8,0.56,-0.28,0.68
2.05160e+02,-0.24,1.04,-0.76,0.28
2.05170e+02,-1.04,0.48,0.2,0.52
2.05180e+02,0.48,0.24,-0.12,0.44
2.05190e+02,-0.08,0,-0.28,0.6
2.05200e+02,-0.56,0.8,0.04,0.76
2.05210e+02,-0.16,0.96,0.6,0.76
2.05220e+02,0.64,0.56,-0.2,0.2
2.05230e+02,-0.4,-0.08,0.44,0.52
2.05240e+02,0.56,-0.32,-0.36,0.12
2.05250e+02,-0.48,-0.64,0.04,0.52
2.05260e+02,0.72,0.24,-0.44,-0.04
2.05270e+02,0.16,-0.16,-0.2,0.44
2.05280e+02,0.16,-0.08,0.04,0.36
2.05290e+02,-0.08,-0.16,0.04,0.28
2.05300e+02,-0.08,-0.48,0.04,0.44
2.05310e+02,0.56,-0.64,-0.44,0.2
2.05320e+02,0,0.4,0.36,0.6
2.05330e+02,0.32,0.24,-0.68,0.28
2.05340e+02,-0.88,0.56,-0.2,0.44
2.05350e+02,-0.64,0.56,-0.12,0.28
2.05360e+02,-0.32,-0.16,-0.12,-0.04
2.05370e+02,0,-1.04,0.28,0.12
2.05380e+02,0.56,0.32,-0.12,-0.04
2.05390e+02,-0.32,0.32,0.12,0.28
2.05400e+02,-0.48,-0.24,-0.12,0.44
2.05410e+02,-0.48,0.16,-0.52,0.36
2.05420e+02,-0.32,0.4,-0.84,0.12
2.05430e+02,-0.8,-0.48,-0.28,0.6
2.05440e+02,-0.16,-0.56,-0.28,0.52
2.05450e+02,-0.08,-0.56,-0.28,0.44
2.05460e+02,0,0.24,0.36,0.28
2.05470e+02,-0.56,0,0.44,0.28
2.05480e+02,-0.16,0.4,-0.28,0.2
2.05490e+02,0,-0.48,0.52,0.36
2.05500e+02,-0.08,-0.96,1,0.2
2.05510e+02,0.24,-0.48,1.56,0.2
2.05520e+02,0.48,0.24,0.84,-0.04
2.05530e+02,-0.56,0.08,1.24,0.28
2.05540e+02,0.64,0,-0.12,-0.36
2.05550e+02,0.08,-0.96,-0.28,0.12
2.05560e+02,-0.56,-1.2,0.36,0.84
2.05570e+02,0.32,-0.8,0.12,0.2
2.05580e+02,1.2,-0.24,-0.52,0.2
2.05590e+02,0.88,0.08,-0.52,0.28
2.05600e+02,0.32,0,-0.28,0.44
2.05610e+02,-0.16,0,-1.08,-0.04
2.05620e+02,-6.48,0,-1.24,-0.04
2.05630e+02,-2.4,-0.56,-1.08,0.36
2.05640e+02,9.92,0.16,-1.08,2.04
2.05650e+02,6.24,1.12,-0.84,1.64
2.05660e+02,-3.84,1.28,-0.04,1.24
2.05670e+02,-4.8,0.72,0.2,-0.04
2.05680e+02,-1.68,0,1.4,-0.28
2.05690e+02,1.12,-0.64,1.4,-1.4
2.05700e+02,0.8,-0.4,2.92,-0.68
2.05710e+02,0.32,-0.08,2.76,-0.92
2.05720e+02,0.32,0.32,1.96,-0.68
2.05730e+02,0.24,-0.32,1.72,-0.04
2.05740e+02,-0.08,-0.48,0.44,0.68
2.05750e+02,0,-0.32,-0.28,0.44
2.05760e+02,-0.24,0.56,0.04,0.92
2.05770e+02,-0.4,1.04,0.36,0.68
2.05780e+02,-0.08,0.88,-0.76,0.68
2.05790e+02,-0.08,1.04,-0.28,0.36
2.05800e+02,-0.08,0.8,-0.52,-0.28
2.05810e+02,-0.24,1.76,-0.44,-0.28
2.05820e+02,0.48,0.88,0.2,-0.36
2.05830e+02,0,0.24,1,0.28
2.05840e+02,-0.32,1.36,0.76,0.28
2.05850e+02,-0.32,1.04,1.72,0.28
2.05860e+02,-0.08,0.48,0.36,0.2
2.05870e+02,0.4,0.8,-0.36,0.36
2.05880e+02,0.48,0.56,0.36,0.44
2.05890e+02,0.32,0.48,0.68,0.12
2.05900e+02,1.2,0.72,0.28,-0.2
2.05910e+02,0.8,0.16,0.52,0.36
2.05920e+02,1.28,0.24,0.84,-0.04
2.05930e+02,0.72,-0.32,1.24,-0.12
2.05940e+02,-0.48,-0.56,1.32,0.04
2.05950e+02,-0.32,-0.64,2.12,0.52
2.05960e+02,-0.4,-0.72,0.6,0.68
2.05970e+02,0.16,0.48,0.76,0.44
2.05980e+02,1.04,0.4,0.2,0.12
2.05990e+02,-0.64,0.48,0.92,0.6
2.06000e+02,-0.72,0.88,0.76,-0.04
2.06010e+02,-1.12,-0.24,0.84,0.2
2.06020e+02,-1.04,-0.16,0.76,0.28
2.06030e+02,-0.32,0.16,1,0.12
2.06040e+02,-0.4,-0.56,0.28,0.28
2.06050e+02,0,-0.32,0.52,0.04
2.06060e+02,-0.32,0,0.04,0.36
2.06070e+02,-1.44,0.72,0.28,0.6
2.06080e+02,-0.64,-0.24,-0.12,0.76
2.06090e+02,0.48,-0.8,1,0.6
2.06100e+02,0.08,-0.24,0.36,0.36
2.06110e+02,0.24,0.88,0.6,0.12
2.06120e+02,0.88,0.8,0.76,0.04
2.06130e+02,0.96,-0.32,-0.36,0.12
2.06140e+02,0.08,0.16,-0.52,0.44
2.06150e+02,-0.32,0.16,-0.6,0.36
2.06160e+02,-0.48,-0.32,-0.68,0.28
2.06170e+02,0.24,-1.28,-0.04,0.36
2.06180e+02,0.32,-0.24,0.2,-0.04
2.06190e+02,0.96,-0.08,0.36,0.44
2.06200e+02,0.32,0.72,0.68,0.28
2.06210e+02,0.16,0.56,0.12,0.36
2.06220e+02,0,0.64,0.12,0.44
2.06230e+02,-0.32,0,0.36,0.84
2.06240e+02,-0.48,0.8,0.44,0.44
2.06250e+02,0.16,0.56,0.52,0.44
2.06260e+02,0.32,0,0.52,0.28
2.06270e+02,0.64,0.24,1.24,0.52
2.06280e+02,0.48,-0.08,0.68,0.68
2.06290e+02,0.16,-0.32,0.84,0.68
2.06300e+02,0.96,0,0.6,0.12
2.06310e+02,-0.16,-0.8,1.08,0.52
2.06320e+02,0.08,0.4,0.6,0.84
2.06330e+02,0,-0.24,1.08,1.32
2.06340e+02,-0.24,0.72,-0.04,0.92
2.06350e+02,0.4,0.48,-0.44,0.76
2.06360e+02,0.4,-0.32,-0.04,0.76
2.06370e+02,-0.08,0.72,-0.28,0.92
2.06380e+02,0.64,0.48,0.04,0.28
2.06390e+02,-0.24,-0.88,0.2,0.28
2.06400e+02,0.08,0.32,0.36,0.36
2.06410e+02,0.4,-0.96,-0.12,0.44
2.06420e+02,0,-0.32,0.36,0.6
2.06430e+02,0.8,-0.16,-0.52,0.28
2.06440e+02,-0.72,0,-0.44,0.76
2.06450e+02,-0.24,0.4,-1.56,0.52
2.06460e+02,-0.4,0.08,-1,0.76
2.06470e+02,0,0.24,-0.44,0.68
2.06480e+02,0.56,0.88,-0.84,0.52
2.06490e+02,-0.32,0.8,-0.52,0.6
2.06500e+02,-0.56,0.08,0.28,0.68
2.06510e+02,-1.04,0.16,-0.04,0.92
2.06520e+02,-0.16,0.16,0.12,0.76
2.06530e+02,0.56,-0.56,-0.2,0.92
2.06540e+02,0.4,0.72,-0.36,0.6
2.06550e+02,0.08,1.12,-0.52,0.6
2.06560e+02,-0.4,0.56,0.92,1.16
2.06570e+02,-0.88,0.24,0.44,0.68
2.06580e+02,-0.48,-0.32,1,0.52
2.06590e+02,-0.88,-0.48,0.36,0.6
2.06600e+02,-0.64,-0.32,0.36,0.68
2.06610e+02,0.24,-0.64,0.2,0.6
2.06620e+02,0,-0.64,-0.04,0.84
2.06630e+02,0.24,0.8,-0.12,0.76
2.06640e+02,0.08,0.08,1,0.68
2.06650e+02,0.24,-0.16,0.28,0.84
2.06660e+02,-0.08,0.16,0.12,1
2.06670e+02,-0.72,0.16,-0.28,1
2.06680e+02,-0.4,0.48,0.36,0.68
2.06690e+02,-0.48,-0.48,-0.04,0.76
2.06700e+02,0.48,0.72,0.12,0.84
2.06710e+02,1.04,0.16,-0.28,0.52
2.06720e+02,0.8,-0.32,-0.92,0.44
2.06730e+02,0.32,0.88,-0.84,0.28
2.06740e+02,0.4,0.08,-1.32,0.2
2.06750e+02,-0.56,-0.24,-1.4,0.36
2.06760e+02,-0.08,-0.24,-1.72,0.6
2.06770e+02,0.48,-0.72,-1.56,0.76
2.06780e+02,0.72,-0.8,-1.16,0.92
2.06790e+02,1.76,-0.08,-1.56,0.68
2.06800e+02,1.28,0.72,-1.16,0.6
2.06810e+02,-0.32,0.48,-0.6,0.68
2.06820e+02,-0.88,0,0.2,0.6
2.06830e+02,-0.88,-1.04,-0.76,0.52
2.06840e+02,-2.88,-0.72,0.52,1.16
2.06850e+02,-5.52,0.24,-0.28,0.84
2.06860e+02,0,0.24,0.28,0.2
2.06870e+02,10,0.88,0.04,0.12
2.06880e+02,5.76,1.28,0.2,-0.68
2.06890e+02,-4.64,0.96,0.04,-0.76
2.06900e+02,-2.8,0.16,-0.2,-1.32
2.06910e+02,-1.04,-0.8,-0.12,-0.28
2.06920e+02,-0.56,0,0.36,0.44
2.06930e+02,-0.48,0.8,0.28,0.52
2.06940e+02,-1.04,-0.32,0.04,1.32
2.06950e+02,-1.04,0,-0.44,1.56
2.06960e+02,0.24,-0.32,-0.52,1.16
2.06970e+02,0.4,-1.04,-0.84,0.92
2.06980e+02,-0.16,-0.56,0.04,1.16
2.06990e+02,0.96,-0.16,0.28,0.04
2.07000e+02,0.16,-0.16,-0.28,-0.04
2.07010e+02,-0.32,-0.16,0.44,0.84
2.07020e+02,-0.16,-0.64,0.44,0.28
2.07030e+02,-0.32,-0.32,0.52,0.28
2.07040e+02,0.48,-0.16,0.36,0.12
2.07050e+02,0.16,0.24,0.68,0.2
2.07060e+02,0.16,0.72,0.36,0.2
2.07070e+02,-0.4,-0.16,-0.04,0.28
2.07080e+02,-0.08,0.24,-0.2,0.28
2.07090e+02,0.4,-0.72,-0.76,0.36
2.07100e+02,-0.32,-0.96,0.44,0.52
2.07110e+02,-0.08,-0.8,-0.68,0.36
2.07120e+02,0.08,-0.16,-0.92,0.44
2.07130e+02,0.48,-0.16,-0.52,0.28
2.07140e+02,0.56,0.4,0.28,0.2
2.07150e+02,0.48,0.72,0.36,0.44
2.07160e+02,0.16,0.24,-0.2,-0.36
2.07170e+02,-0.24,-0.48,-0.04,0.2
2.07180e+02,-0.16,-0.48,-1.32,-0.28
2.07190e+02,0,-0.48,-0.68,0.04
2.07200e+02,0.32,0.08,-1.08,0.12
2.07210e+02,0,0.32,-0.28,0.2
2.07220e+02,0.24,1.2,0.2,0.04
2.07230e+02,-0.32,0.56,1.08,0.28
2.07240e+02,0.4,0.56,0.52,0.2
2.07250e+02,0.16,0.56,0.6,0.12
2.07260e+02,-0.4,1.12,1.08,-0.12
2.07270e+02,-1.28,0.64,1.4,0.28
2.07280e+02,-1.44,0.24,1.16,0.44
2.07290e+02,-0.32,-0.08,1,0.44
2.07300e+02,0.16,-0.32,1.08,0.44
2.07310e+02,-0.16,0.96,0.52,0.12
2.07320e+02,0.48,1.04,-0.04,-0.28
2.07330e+02,-0.08,0.32,-0.44,-0.04
2.07340e+02,0.32,0.88,-1,0.04
2.07350e+02,-0.08,1.2,-0.76,-0.04
2.07360e+02,-0.16,0.96,-0.36,-0.04
2.07370e+02,0.72,1.12,-0.12,-0.36
2.07380e+02,1.2,0.24,-0.04,-0.68
2.07390e+02,1.2,0.64,0.12,-0.12
2.07400e+02,1.12,-0.08,0.36,-0.2
2.07410e+02,0.96,-0.4,-0.52,-0.12
2.07420e+02,0.08,-0.4,-0.36,0.92
2.07430e+02,1.2,-0.24,-0.76,0.12
2.07440e+02,-0.08,-0.56,-0.36,0.44
2.07450e+02,0.8,0.8,-0.44,-0.36
2.07460e+02,0.48,0.24,-0.36,-0.52
2.07470e+02,-0.16,-0.32,-0.44,-0.12
2.07480e+02,0.88,-0.24,-0.92,-0.6
2.07490e+02,0,-1.04,-0.52,-0.28
2.07500e+02,0,-0.08,0.04,-0.2
2.07510e+02,-0.16,0,0.12,-0.28
2.07520e+02,-0.16,0,-0.84,0.12
2.07530e+02,-0.16,-0.08,0.04,-0.12
2.07540e+02,-0.08,-1.12,1.16,0.36
2.07550e+02,-0.56,0.24,0.76,0.28
2.07560e+02,-0.56,0.56,-0.44,0.12
2.07570e+02,-0.88,0.96,0.36,0.2
2.07580e+02,-0.32,0.8,-0.44,0.28
2.07590e+02,0.24,0.88,0.12,0.44
2.07600e+02,0.24,1.36,-0.92,0.36
2.07610e+02,-0.56,1.36,-0.44,0.12
2.07620e+02,-0.24,1.2,-0.68,0.04
2.07630e+02,-0.4,1.04,-0.12,-0.12
2.07640e+02,0.4,0.16,-0.44,-0.28
2.07650e+02,0.64,-0.4,-0.6,-0.04
2.07660e+02,0.88,-0.48,-1.08,-0.04
2.07670e+02,0.32,-0.8,-1.4,0.2
2.07680e+02,0.64,0.24,-2.04,0.28
2.07690e+02,-0.08,-0.4,-1.96,0.44
2.07700e+02,-0.4,-0.16,-1.8,0.36
2.07710e+02,-0.4,0.4,-1.24,0.2
2.07720e+02,-1.28,0.16,-1,0.44
2.07730e+02,-0.32,-0.08,-0.92,0.36
2.07740e+02,0.72,0.08,0.2,0.12
2.07750e+02,0.48,-0.4,0.68,0.36
2.07760e+02,0,0,1.24,0.44
2.07770e+02,-0.32,-0.16,1.4,0.36
2.07780e+02,0.24,-1.44,0.92,0.28
2.07790e+02,0.48,-0.16,0.36,0.12
2.07800e+02,0.08,0.16,-0.12,0.2
2.07810e+02,0,0.8,-0.04,0.2
2.07820e+02,0.08,0.72,-1.16,0.36
2.07830e+02,0.4,0.24,-1,0.04
2.07840e+02,0.4,-0.88,-1.48,0.6
2.07850e+02,0.48,0.4,-1.88,0.2
2.07860e+02,0.64,0.56,-1.56,-0.12
2.07870e+02,0.08,0.16,-1.96,0.28
2.07880e+02,0.64,0.24,-1.32,0.28
2.07890e+02,0.4,0.24,-1.4,0.36
2.07900e+02,0.32,0.56,-1,0.36
2.07910e+02,0.72,0.48,0.2,0.12
2.07920e+02,0.16,0.16,0.92,0.28
2.07930e+02,-0.08,0.08,0.52,0.04
2.07940e+02,0.24,-0.16,1,0.28
2.07950e+02,-0.08,0.48,0.2,0.36
2.07960e+02,-0.16,-0.48,0.84,0.6
2.07970e+02,0.4,-0.56,0.12,0.28
2.07980e+02,-0.56,-0.56,0.44,0.6
2.07990e+02,0,-0.16,0.6,0.28
2.08000e+02,-0.32,0,0.04,0.28
2.08010e+02,0.24,-0.8,0.12,0.28
2.08020e+02,0.16,-0.08,-0.04,0.28
2.08030e+02,0.16,0.32,0.76,0.44
2.08040e+02,-0.08,0,1.16,0.76
2.08050e+02,-0.48,0.48,0.6,0.68
2.08060e+02,-1.28,0.08,0.28,0.76
2.08070e+02,-0.56,-4.64,0.36,0.6
2.08080e+02,0.08,-5.68,0.44,0.6
2.08090e+02,0.08,inf,0.68,0.76
2.08100e+02,-0.32,inf,0.84,0.84
2.08110e+02,-0.08,4.16,1,0.92
2.08120e+02,-0.72,-7.04,0.52,1.08
2.08130e+02,-0.48,-4.88,0.36,1.08
2.08140e+02,0.24,-1.36,-0.44,0.92
2.08150e+02,0.08,-0.4,-0.52,0.68
2.08160e+02,0.08,0,-0.36,0.52
2.08170e+02,0.96,0.48,-0.76,0.12
2.08180e+02,0.96,1.28,0.12,-0.2
2.08190e+02,0.24,0.08,0.04,0.44
2.08200e+02,-0.48,1.2,0.04,0.36
2.08210e+02,-0.64,0,0.12,1.24
2.08220e+02,-0.08,-0.88,-0.28,1.48
2.08230e+02,-0.08,-0.96,0.36,1.4
2.08240e+02,0,-0.24,0.76,1.56
2.08250e+02,0.32,0.8,0.36,0.76
2.08260e+02,-0.24,0.4,1.24,0.36
2.08270e+02,0.32,0.16,0.28,0.44
2.08280e+02,0,0.8,0.44,-0.04
2.08290e+02,0.08,0.48,0.2,0.28
2.08300e+02,0.16,0.24,0.28,0.28
2.08310e+02,0.4,0.08,0.12,0.44
2.08320e+02,0.8,0.32,0.04,0.6
2.08330e+02,0.64,-1.36,0.12,0.92
2.08340e+02,0.8,-0.8,-0.2,0.84
2.08350e+02,0.4,-0.88,-0.28,0.76
2.08360e+02,-0.08,-0.72,-0.52,0.76
2.08370e+02,0.64,-0.08,-0.28,0.76
2.08380e+02,0.8,-0.08,0.6,0.76
2.08390e+02,0.24,0.72,0.44,0.52
2.08400e+02,-1.28,0.4,0.6,1
2.08410e+02,-1.28,0.72,0.2,1.08
2.08420e+02,-0.08,-0.24,-0.2,1
2.08430e+02,0.16,0.24,0.2,1
2.08440e+02,0.48,0.56,1.08,0.76
2.08450e+02,-0.88,1.2,1.08,0.44
2.08460e+02,-1.6,1.12,1.48,0.76
2.08470e+02,-0.88,0.48,1.16,0.68
2.08480e+02,0.16,0.88,0.52,0.44
2.08490e+02,0.32,0.24,0.6,0.52
2.08500e+02,-0.48,0.8,0.28,0.6
2.08510e+02,-0.32,1.2,0.44,0.52
2.08520e+02,-0.8,-0.32,1,1.16
2.08530e+02,-0.4,-0.48,0.6,0.84
2.08540e+02,-0.64,-0.64,0.44,0.92
2.08550e+02,0.24,0,-0.04,0.76
2.08560e+02,0.56,-0.24,-0.6,1.08
